Quelle;Anforderungs Nr.;Titel;Beschreibung;Verbindlichkeit;Pruefverfahren;Thema;Schwerpunkt
gemSpec_ePA_FdV;A_15384-01;ePA-Frontend des Versicherten: Berechtigung an LEI vergeben - AuthorizationKey erstellen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung an LEI
für Aktenkonto vergeben"" einen AuthorizationKey mit AuthorizationType =
DOCUMENT_AUTHORIZATION undvalidTo entsprechend der vom Nutzer festgelegten
Berechtigungsdauer für die zu berechtigende LEI erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15385-01;ePA-Frontend des Versicherten: Berechtigung an LEI vergeben - Schlüsselmaterial im ePA-Aktensystem speichern;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung an LEI
für Aktenkonto vergeben"" für das Hochladen des Schlüsselmaterials in das
ePA-Aktensystem die übergreifende Aktivität ""Schlüsselmaterial im
ePA-Aktensystem speichern"" mit dem Eingangsparameter AuthorizationKey =
erstellter AuthorizationKey ausführen. Der optionale Parameter
NotificationInfoRepresentative wird nicht belegt.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15386-01;ePA-Frontend des Versicherten: Berechtigung an LEI vergeben - Policy Document erstellen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung an LEI
für Aktenkonto vergeben"" ein Policy Document für den zu Berechtigenden
entsprechend den für die Berechtigung ausgewählten Parametern erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15387-01;ePA-Frontend des Versicherten: Berechtigung an LEI vergeben - Policy Document hochladen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung an LEI
für Aktenkonto vergeben"" zum Hochladen des Policy Documents in die
Dokumentenverwaltung die übergreifende Aktivität ""Dokumentenset in
Dokumentenverwaltung hochladen"" mit einer Provide And Register Document Set-b
Message für Policy Documents ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15391-01;ePA-Frontend des Versicherten: Vertretung einrichten;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 3.2 - Vertretung
durch einen Versicherten einrichten"" aus [gemSysL_ePA] gemäß TAB_FdV_135
umsetzen.

Tabelle #: TAB_FdV_135 – Vertretung einrichten

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Vertretung;ePA
gemSpec_ePA_FdV;A_15396-01;ePA-Frontend des Versicherten: Vertretung einrichten - AuthorizationKey erstellen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Vertretung
einrichten"" einen AuthorizationKey für den Vertreter mit AuthorizationType =
DOCUMENT_AUTHORIZATION erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Vertretung;ePA
gemSpec_ePA_FdV;A_15397-01;ePA-Frontend des Versicherten: Vertretung einrichten - Schlüsselmaterial im ePA-Aktensystem speichern;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Vertretung
einrichten"" für das Hochladen des Schlüsselmaterials des Vertreters in das
ePA-Aktensystem die übergreifende Aktivität ""Schlüsselmaterial im
ePA-Aktensystem speichern"" mit den Eingangsparametern AuthorizationKey =
erstellter AuthorizationKey undNotificationInfoRepresentative =
Benachrichtigungsadresse für die Geräteautorisierung ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Vertretung;ePA
gemSpec_ePA_FdV;A_15398-01;ePA-Frontend des Versicherten: Vertretung einrichten - Policy Document erstellen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Vertretung
einrichten"", ein Policy Document für den zu berechtigenden Vertreter erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Vertretung;ePA
gemSpec_ePA_FdV;A_15399-01;ePA-Frontend des Versicherten: Vertretung einrichten - Policy Document hochladen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Vertretung
einrichten"" zum Hochladen des Policy Documents in die Dokumentenverwaltung die
übergreifende Aktivität ""Dokumentenset in Dokumentenverwaltung hochladen"" mit
einer Provide And Register Document Set-b Message für Policy
Documents ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Vertretung;ePA
gemSpec_ePA_FdV;A_15401-01;ePA-Frontend des Versicherten: Vergebene Berechtigungen anzeigen;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 3.5 -
Berechtigungen durch einen Versicherten auflisten"" aus [gemSysL_ePA] gemäß
TAB_FdV_137 umsetzen.


 Tabelle #: TAB_FdV_137 – Vergebene Berechtigungen anzeigen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15402-01;ePA-Frontend des Versicherten: Berechtigungen anzeigen - Berechtigungen bestimmen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Vergebene
Berechtigungen anzeigen"" die übergreifende Aktivität ""Vergebene Berechtigungen
bestimmen"" ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15408-01;ePA-Frontend des Versicherten: Berechtigung für LEI ändern;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 3.6 - Bestehende
Berechtigungen durch einen Versicherten verwalten"" aus [gemSysL_ePA] für jede
LEI, für die Konfiguration seiner Berechtigung geändert werden soll, gemäß
TAB_FdV_138 umsetzen.


 Tabelle #: TAB_FdV_138 – Berechtigung für LEI ändern

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15409-01;ePA-Frontend des Versicherten: Berechtigung für LEI ändern - Policy Document anpassen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung für LEI
ändern"" das Policy Document entsprechend der gewählten Einstellungen für
Berechtigungsdauer und/oder Aktenanteil anpassen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15412-01;ePA-Frontend des Versicherten: Berechtigung für LEI ändern - AuthorizationKey für LEI erstellen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung für LEI
ändern"", wenn die Einstellung für Berechtigungsdauer geändert wurde, einen
AuthorizationKey mit AuthorizationType = DOCUMENT_AUTHORIZATION und validTo
entsprechend der vom Nutzer festgelegten Berechtigungsdauer für die zu
berechtigende LEI erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15413-01;ePA-Frontend des Versicherten: Berechtigung für LEI ändern - Schlüsselmaterial im ePA-Aktensystem ersetzen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung für LEI
ändern"", wenn die Einstellung für Berechtigungsdauer geändert wurde, für das
Hochladen des Schlüsselmaterials in das ePA-Aktensystem die übergreifende
Aktivität ""Schlüsselmaterial im ePA-Aktensystem ersetzen"" mit den
Eingangsparametern NewAuthorizationKey = geänderter AuthorizationKey ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15414-01;ePA-Frontend des Versicherten: Berechtigung für LEI ändern - Policy Document in Dokumentenverwaltung laden;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung für LEI
ändern"" für das Hochladen des Policy Documents in die Dokumentenverwaltung die
übergreifende Aktivität ""Dokumentenset in Dokumentenverwaltung hochladen"" mit
einer Provide And Register Document Set-b Message für das angepasste Policy
Documents ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15416-01;ePA-Frontend des Versicherten: Berechtigung für LEI löschen;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 3.6 - Bestehende
Berechtigungen durch einen Versicherten verwalten"" aus [gemSysL_ePA] für jeden
berechtigten LEI, dessen Berechtigung entzogen werden soll, gemäß TAB_FdV_139
umsetzen.

 Tabelle #: TAB_FdV_139 – Berechtigung löschen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15417-02;ePA-Frontend des Versicherten: Berechtigung für LEI löschen - Policy Document in Dokumentenverwaltung löschen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung für LEI
löschen"" für das Löschen des Policy Document in die Dokumentenverwaltung die
übergreifende Aktivität ""Dokumentenset in Dokumentenverwaltung löschen"" mit
einer RemoveMetadata_Message für den über die XDS-Metadaten ermittelten
Dokument Identifier des Policy Documents der LEI ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15418-01;ePA-Frontend des Versicherten: Berechtigung für LEI löschen - Schlüsselmaterial in ePA-Aktensystem löschen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung für LEI
löschen"" für das Löschen des Schlüsselmaterials die übergreifende Aktivität
""Schlüsselmaterial im ePA-Aktensystem löschen"" mit dem EingangsparameterActorID
= Telematik-ID der LEI ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_15458-01;ePA-Frontend des Versicherten: Dokumente einstellen;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 4.2 - Dokumente
durch einen Versicherten einstellen"" aus [gemSysL_ePA] gemäß TAB_FdV_146
umsetzen.


 Tabelle #: TAB_FdV_146 – Dokumente einstellen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15461-02;ePA-Frontend des Versicherten: Dokumente einstellen - Prüfung Dateigröße;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Dokumente einstellen""
die Größe jedes durch den Nutzer ausgewählten Dokuments prüfen und ablehnen,
wenn das Dokument die Größe von 25 MB überschreitet.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15463-01;ePA-Frontend des Versicherten: Dokumente einstellen - Prüfung XDS-Metadaten;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Dokumente einstellen""
die XDS-Metadaten auf Vollständigkeit prüfen und bei fehlenden oder
fehlerhaften Werten den Anwendungsfall abbrechen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15466-01;ePA-Frontend des Versicherten: Dokumente einstellen - Dokument verschlüsseln;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Dokumente einstellen""
für jedes zu übermittelnde Dokument die Aktivität ""Dokument verschlüsseln""
gemäß TAB_FdV_147 umsetzen.


 Tabelle #: TAB_FdV_147 – Dokumente einstellen - Dokument verschlüsseln

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15468-01;ePA-Frontend des Versicherten: Dokumente einstellen - Dokumentenset in Dokumentenverwaltung hochladen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Dokumente einstellen""
zum Hochladen des Dokumentenset in die Dokumentenverwaltung die übergreifende
Aktivität ""Dokumentenset in Dokumentenverwaltung hochladen"" mit einer Provide
And Register Document Set-b Message für Versichertendokumente ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15470-01;ePA-Frontend des Versicherten: Dokumente suchen;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 4.4 - Dokumente
durch einen Versicherten suchen"" aus [gemSysL_ePA] gemäß TAB_FdV_148 umsetzen.


 Tabelle #: TAB_FdV_148 – Dokumente suchen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15471-01;ePA-Frontend des Versicherten: Dokumente suchen - Suchanfrage ausführen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Dokumente suchen"" zum
Ausführen der Suchanfrage die übergreifende Aktivität ""Suche nach Dokumenten in
Dokumentenverwaltung"" mit einer query:AdhocQueryRequest_Message entsprechend
der von Nutzer vorgegebenen Suchkriterien ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15476-01;ePA-Frontend des Versicherten: Dokumente herunterladen;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 4.10 - Dokumente
durch einen Versicherten anzeigen"" aus [gemSysL_ePA] gemäß TAB_FdV_149 umsetzen.

 Tabelle #: TAB_FdV_149 – Dokumente aus Aktenkonto herunterladen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15477-01;ePA-Frontend des Versicherten: Dokumente herunterladen - Herunterladen und Entschlüsseln;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Dokumente
herunterladen"" zum Herunterladen und Entschlüsseln der Dokumente die
übergreifende Aktivität ""Dokumentenset aus Dokumentenverwaltung herunterladen""
mit einer RetrieveDocumentSet_Message für alle über die XDS-Metadaten
ermittelten Dokument Identifier der ausgewählten Dokumente ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15481-01;ePA-Frontend des Versicherten: Dokumente löschen;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 4.8 - Dokumente
durch einen Versicherten löschen"" aus [gemSysL_ePA] gemäß TAB_FdV_150 umsetzen.

 Tabelle #: TAB_FdV_150 – Dokumente löschen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15483-03;ePA-Frontend des Versicherten: Dokumente löschen - Löschnachricht Dokumentenverwaltung;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Dokumente löschen""
zum Löschen der Dokumente die übergreifende Aktivität ""Dokumentenset in
Dokumentenverwaltung löschen"" mit einer RemoveMetadata_Message für alle über
die XDS-Metadaten ermittelten Dokument Identifier (entryUUIDs) der ausgewählten
Dokumente ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_15485-01;ePA-Frontend des Versicherten: Protokolldaten einsehen;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 6.1 -
Protokolldaten durch einen Versicherten einsehen"" aus [gemSysL_ePA] gemäß
TAB_FdV_151 umsetzen.


 Tabelle #: TAB_FdV_151 – Protokolldaten einsehen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Protokolldaten;Neutral
gemSpec_ePA_FdV;A_15486-01;ePA-Frontend des Versicherten: Protokoll einsehen - Dokumentenverwaltung abfragen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Protokolldaten
einsehen"" die Aktivität ""Protokolldaten Dokumentenverwaltung abfragen"" gemäß
TAB_FdV_152 umsetzen.


 Tabelle #: TAB_FdV_152 – Protokolldaten einsehen - Dokumentenverwaltung
abfragen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Protokolldaten;ePA
gemSpec_ePA_FdV;A_15487-01;ePA-Frontend des Versicherten: Protokoll einsehen - Autorisierung abfragen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Protokolldaten
einsehen"" die Aktivität ""Protokolldaten Autorisierung abfragen"" gemäß
TAB_FdV_153 umsetzen.


 Tabelle #: TAB_FdV_153 – Protokolldaten einsehen - Autorisierung abfragen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Protokolldaten;ePA
gemSpec_ePA_FdV;A_15488-01;ePA-Frontend des Versicherten: Protokoll einsehen - Authentisierung abfragen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Protokolldaten
einsehen"" die Aktivität ""Protokolldaten Authentisierung abfragen"" gemäß
TAB_FdV_154 umsetzen.


 Tabelle #: TAB_FdV_154 – Protokolldaten einsehen - Zugangsgateway des
Versicherten abfragen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Protokolldaten;ePA
gemSpec_ePA_FdV;A_15497-01;ePA-Frontend des Versicherten: PIN der eGK ändern;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""PIN der eGK ändern""
gemäß TAB_FdV_156 umsetzen.


 Tabelle #: TAB_FdV_156 – PIN der eGK ändern

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15498-01;ePA-Frontend des Versicherten: PIN der eGK entsperren;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""PIN der eGK
entsperren""  gemäß TAB_FdV_158 umsetzen.


 Tabelle #: TAB_FdV_158 – PIN der eGK entsperren

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15500-01;ePA-Frontend des Versicherten: Benachrichtigungsadresse aktualisieren;"Das ePA-Frontend des Versicherten MUSS das Hinterlegen der
Benachrichtigungsadresse im ePA-Aktensystem gemäß TAB_FdV_160 umsetzen.


 Tabelle #: TAB_FdV_160 – Benachrichtigungsadresse aktualisieren

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Device Management;Neutral
gemSpec_ePA_FdV;A_15501-01;ePA-Frontend des Versicherten: Transportschnittstelle für Kartenkommandos;"Das ePA-Frontend des Versicherten SOLL eine Transportschnittstelle für die
Übertragung von SmartCard-APDUs gegen die Standards CT-API und PCSC
implementieren.";SOLL;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Karten (bsp. eGK);Neutral
gemSpec_ePA_FdV;A_15505-01;ePA-Frontend des Versicherten: Kartenterminal der Sicherheitsklasse 1: PIN-Eingabe;"Das ePA-Frontend des Versicherten MUSS, wenn ein Kartenterminal der
Sicherheitsklasse 1 verwendet wird, die PIN-/PUK-Eingabe über ein
angeschlossenes Eingabegerät entgegennehmen und in ein an die Karte
adressiertes Kommando einbetten.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Karten (bsp. eGK);Neutral
