Kontext;Quelle;Anforderungs Nr.;Titel;Beschreibung;Verbindlichkeit;Pruefverfahren;Thema;Schwerpunkt
eRp;gemSpec_eRp_FdV;A_19731;E-Rezept-FdV: Apotheke suchen;"Das E-Rezept-FdV MUSS den Anwendungsfall ""Apotheke suchen"" gemäß TAB_FdVERP_011
umsetzen.
 Tabelle # : TAB_FdVERP_011 – Apotheke suchen

Name Apotheke suchen
Auslöser
 * Aufruf des Anwendungsfalls in der GUI
Akteur Versicherter, Vertreter
Vorbedingung Der Nutzer hat Suchkriterien eingegeben.
 Der Nutzer ist gegenüber der TI authentifiziert.
Nachbedingung Eine Liste von Apotheken entsprechend der Suchkriterien stehen
zur Anzeige bereit.
Standardablauf
 * Suchabfrage Verzeichnisdienst
 * Informationen zu Apotheken extrahieren ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Apotheke suchen;unknown
eRp;gemSpec_eRp_FdV;A_19953;E-Rezept-FdV: Apotheke suchen - Suchkriterium Apotheke;"Das E-Rezept-FdV MUSS im Anwendungsfall ""Apotheke suchen"" mindestens das
Suchkriterium Apotheke (""type=urn:oid|1.2.276.0.76.4.32"") angeben.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Apotheke suchen;unknown
eRp;gemSpec_eRp_FdV;A_20183;E-Rezept-FdV: Apotheke suchen: neutrale Darstellung Suchergebnisse;"Das E-Rezept-FdV MUSS ein Suchergebnis so darstellen, dass einzelne Apotheken
nicht hervorgehoben oder bevorzugt werden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Apotheke suchen;unknown
eRp;gemSpec_eRp_FdV;A_20183;E-Rezept-FdV: Apotheke suchen: neutrale Darstellung Suchergebnisse;"Das E-Rezept-FdV MUSS ein Suchergebnis so darstellen, dass einzelne Apotheken
nicht hervorgehoben oder bevorzugt werden.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";AF Apotheke suchen;unknown
eRp;gemSpec_eRp_FdV;A_20208;E-Rezept-FdV: Apotheke suchen - Nutzung Verzeichnisdienst;"Das E-Rezept-FdV MUSS den Verzeichnisdienst ausschließlich zum Abruf von
Apothekeninformationen nutzen und darf den Verzeichnisdienst nicht nach
weiteren Einträgen durchsuchen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";AF Apotheke suchen;unknown
eRp;gemSpec_eRp_FdV;A_20226;E-Rezept-FdV: Apotheke suchen: Suchergebnis vollständig anzeigen;"Das E-Rezept-FdV MUSS es dem Versicherten ermöglichen, sich alle Einträge aus
einem Suchergebnis anzeigen zu lassen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Apotheke suchen;unknown
eRp;gemSpec_eRp_FdV;A_19481;E-Rezept-FdV: Löschen der App-Session-Daten;"Das E-Rezept-FdV MUSS zum Beenden der App-Session die ACCESS_TOKEN und den
ACCESS_CODE sicher löschen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF App-Session beenden;unknown
eRp;gemSpec_eRp_FdV;A_19484;E-Rezept-FdV: TI-Authentisierung;"Das E-Rezept-FdV MUSS dem Nutzer ermöglichen, sich mittels eines geeigneten
technischen Verfahrens, das zur Authentifizierung einen hohen
Sicherheitsstandard gewährleistet, für die Konfiguration einer
Authentisierungsart mit geringerem Sicherheitsniveau zu authentisieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF App-Session starten;unknown
eRp;gemSpec_eRp_FdV;A_19485;E-Rezept-FdV: Konfiguration Authentisierung gegenüber E-Rezept-FdV;"Das E-Rezept-FdV MUSS dem Nutzer die Möglichkeit bieten, die Authentisierung
gegenüber der E-Rezept-FdV in den Konfigurationseinstellungen ein- oder
auszuschalten .";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF App-Session starten;unknown
eRp;gemSpec_eRp_FdV;A_19563;E-Rezept-FdV: alternative Authentisierungsarten;"Das E-Rezept-FdV MUSS es dem Nutzer ermöglichen, die alternative
Authentisierungsarten PIN, Fingerabdruck und Face-ID, soweit sie vom GdV
unterstützt werden, zu nutzen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF App-Session starten;unknown
eRp;gemSpec_eRp_FdV;A_19952;E-Rezept-FdV: App-Session starten;"Das E-Rezept-FdV MUSS den Anwendungsfall ""App-Session starten"" gemäß
TAB_FdVERP_005 umsetzen. 
 Tabelle # : TAB_FdVERP_005 – App-Session starten

Name App-Session starten
Auslöser
 * Start E-Rezept-FdV
Akteur Versicherter, Vertreter
Vorbedingung
 * keine
Nachbedingung
 * Die Anwendungsfälle des E-Rezept-FdV können durch den Nutzer ausgeführt
werden.
Standardablauf
 * Konfiguration Zugriffsschutz prüfen
 * Falls Zugriffsschutz aktiviert und keine alternative Authentisierungsart
eingerichtet:
 * Aktivität ""Authentisierung des Nutzers für Zugriff auf das E-Rezept-FdV""
Variante 1 Beim erstmaligen Start des E-Rezept-FdV entfällt der Zugriffsschutz.
Variante 2 Falls Zugriffsschutz aktiviert und eine alternative
Authentisierungsart eingerichtet ist, wird diese alternative Authentisierung
durchgeführt. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF App-Session starten;unknown
eRp;gemSpec_eRp_FdV;A_20008;E-Rezept-FdV - Hinweise zu Authentisierungsarten;"Das E-Rezept-FdV SOLL dem Nutzer die verfügbaren Authentisierungsarten in
verständlicher Form darstellen und erklärende Hinweise zur Verfügung stellen.";SOLL;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF App-Session starten;unknown
eRp;gemSpec_eRp_FdV;A_22774;E-Rezept-FdV - Einlösen ohne Anmelden - Nachricht erfassen;"Das E-Rezept-FdV MUSS dem Nutzer die Möglichkeit geben, die in der Nachricht
übermittelten Informationen zu erfassen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22775;E-Rezept-FdV - Einlösen ohne Anmelden - Kontaktdaten bei Botendienst oder Versand;"Das E-Rezept-FdV MUSS sicherstellen, dass der Nutzer, falls die
Belieferungsoption Botendienst oder Versand ausgewählt wurde, das
Kontaktdatenfeld ""E-Mail"" oder ""Telefon"" befüllt hat.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22776;E-Rezept-FdV - Einlösen ohne Anmelden – Transaktions-ID;"Das E-Rezept-FdV MUSS eine Transaktions-ID gemäß [RFC4122] für jede Mitteilung
erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22777;E-Rezept-FdV - Zuweisen ohne Fachdienst - Nachricht erstellen;"Das E-Rezept-FdV MUSS auf Basis der vom Nutzer erfassten Informationen eine
Nachricht erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22778;E-Rezept-FdV - Einlösen ohne Anmelden - Verschlüsselung mit C.HCI.ENC;"Das E-Rezept-FdV MUSS die Nachricht des Versicherten mit allen bereitgestellten
C.HCI.ENC Zertifikaten (inkl. der verschiedenen kryptografischen Verfahren) der
adressierten Apotheke (Verschlüsselungszertifikat der SMC-B C.HCI.ENC) 
verschlüsseln.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22779;E-Rezept-FdV - Zuweisen ohne Fachdienst - Nachricht verschlüsseln;"Das E-Rezept-FdV MUSS die Daten ausschließlich als PKCS#7 verschlüsselten
Datensatz (CMS) bereitstellen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22780;E-Rezept-FdV - Einlösen ohne Anmelden - Platzhalter in URL ersetzen;"Das E-Rezept-FdV MUSS, falls die für die gewählte Belieferungsoption verwendete
URL Platzhalter enthält, die Platzhalter mit den entsprechenden Werten ersetzen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22781;E-Rezept-FdV - Einlösen ohne Anmelden - Nachricht versenden;"Das E-Rezept-FdV MUSS den verschlüsselten Datensatz an die für die gewählte
Belieferungsoption verwendete URL per http-POST-Operation und dem 
Content-Type: application/pkcs7-mime versenden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22782;E-Rezept-FdV - Einlösen ohne Anmelden - Returncode ungleich 200;"Das E-Rezept-FdV MUSS alle Returncodes des Apothekensystems ungleich 200 als
„nicht erfolgreich übertragen“ interpretieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22783;E-Rezept-FdV - Einlösen ohne Anmelden - Protokollierung;"Das E-Rezept-FdV MUSS alle Zuweisungen, die nicht über den E-Rezept-Fachdienst
erfolgen, protokollieren und für den Nutzer des E-Rezept-FdV zur Einsicht
bereitstellen. Ein Protokolleintrag MUSS mindestens die E-Rezept-ID, den Namen
der Empfänger-Apotheke, das Datum der Zuweisung und den Status der Zuweisung
(erfolgreich, nicht erfolgreich) beinhalten.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_DM_eRp;A_22784-01;E-Rezept - Einlösen ohne Anmelden - Datenstruktur Nachricht;"Das E-Rezept-FdV und das PS der abgebenden LEI MÜSSEN für den Anwendungsfall
""Einlösen ohne Anmelden am E-Rezept-Fachdienst im E-Rezept-FdV"" Nachrichten mit
der folgenden Datenstruktur unterstützen.

Tabelle # : TAB_eRpDM_001 Einlösen ohne Anmelden - Datenstruktur Nachricht 

AttributverpflichtendBeschreibungzulässige WerteBeispiel
versionjaGibt die Version des JSON an. Aktuell immer 2. Kann im weiteren
Lebenszyklus verändert werden.nummerisch, bis zu 6 Stellen2
supplyOptionsTypejaWird gemäß des Servicerequests gesetzt, den der Nutzer
wählt.
 Die für den Nutzer zur Auswahl stehenden Services gibt die Apotheke vor,
indem sie den servicespezifischen Zuweisungs-Endpunkt angibt, oder nicht.
onPremise, shipment, deliveryshipment
nameneinDas E-Rezept-FdV erlaubt dem Nutzer bei supplyOptionsType shipment
oder delivery die Angabe eines alternativen Namen.
 Ansonsten gilt der Name auf dem E-Rezept.Text und Ziffern
 50 Stellen
 UTF-8
Max Müller
addressneinDas E-Rezept-FdV erlaubt dem Nutzer bei supplyOptionsType shipment
oder delivery die Angabe einer alternativen Belieferungsadresse.
 Ansonsten gilt die Adresse auf dem E-Rezept.

 Der Array enthält Straße, Hausnummer, PLZ, Ort
Text und Ziffern
 je Teil: 50 Stellen
 UTF-8
""Bundesallee"", ""312"", ""12345"", ""Berlin""
hintneinOptionale Angaben, die der Nutzer unterstützt durch das E-Rezept-FdV
tätigen kann, die bei der Auslieferung hilfreich sind.
 Nur bei supplyOptionsType shipment oder delivery
Text 500 Stellen
 UTF-8
Bitte im Morsecode klingeln: -.-.
textneinFreitext, den der Nutzer App-unterstützt eingeben kann.Text 500 Stellen
 UTF-8
Bitte zusätzlich Wicky Hustensaft, 500ml
phonenein, siehe BeschreibungTelefonnummer des Versicherten
 Das E-Rezept-FdV stellt sicher, dass bei supplyOptionsType shipment oder
delivery mindestens eine Kontaktinformation (E-Mail oder Telefon) übermittelt
wird25 Stellen
 UTF-8
004916094858168
mailnein, siehe BeschreibungE-Mail-Adresse des Versicherten
 Das E-Rezept-FdV stellt sicher, dass bei supplyOptionsType shipment oder
delivery mindestens eine Kontaktinformation (E-Mail oder Telefon) übermittelt
wirdRFC-5322-konforme E-Mail-Adressemax@musterfrau.de
transactionIDjaEindeutige ID zur Identifikation der Transaktion für
Fehleranalyse und ggf. spätere FunktionserweiterungRFC 4122
ee63e415-9a99-4051-ab07-257632faf985
taskIDjaTaskID22 Stellen
 UTF-8
160.123.456.789.123.58
accessCodejaAccessCode64 Stellen
 UTF-8
777bea0e13cc9c42ceec14aec3ddee2263325dc2c6c699db115f58fe423607ea";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22935;E-Rezept-FdV - Einlösen ohne Anmelden - Suche nach Apotheken;"Das E-Rezept-FdV MUSS dem Nutzer die Möglichkeit geben, nach Apotheken, die die
Einlösung ohne Anmelden am E-Rezept-Fachdienst im E-Rezept-FdV anbieten, zu
suchen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF Einlösen ohne Anmelden;unknown
eRp;gemSpec_eRp_FdV;A_22164;E-Rezept-FdV: Einwilligung Abrechnungsinformation erteilen;"Das E-Rezept-FdV MUSS den Anwendungsfall ""Einwilligung zum Speichern der
Abrechnungsinformationen durch Versicherten erteilen"" gemäß TAB_FdVERP_020
umsetzen. 
 Tabelle # : TAB_FdVERP_020 – Einwilligung Abrechnungsinformation erteilen

Name Einwilligung Abrechnungsinformation erteilen
Auslöser
 * Aufruf des Anwendungsfalls in der GUI
Akteur Versicherter
Vorbedingung
 * Der Nutzer hat die Einwilligung in der GUI erteilt.
 * Der Nutzer hat sich gegenüber der TI authentisiert.
Nachbedingung
 * Die Information zur Einwilligung ist im E-Rezept-Fachdienst gespeichert.
Standardablauf
 * Consent Ressource erstellen
 * Einwilligung Abrechnungsinformation speichern ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";"AF Einwilligung Abrechnungsinformation erteilen
";unknown
eRp;gemSpec_eRp_FdV;A_NEU;E-Rezept-FdV: optional: Einwilligung Abrechnungsinformation erteilen;"Das E-Rezept-FdV KANN den Anwendungsfall ""Einwilligung zum Speichern der
Abrechnungsinformationen durch Versicherten erteilen"" umsetzen. ";KANN;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";"AF Einwilligung Abrechnungsinformation erteilen
";unknown
eRp;gemSpec_eRp_FdV;A_22163;E-Rezept-FdV: Einwilligung Abrechnungsinformation erteilen - Einwilligung eingeben;"Das E-Rezept-FdV MUSS es dem Nutzer, welcher sich als PKV-Versicherte
identifiziert hat, ermöglichen, die Einwilligung zum Speichern der
Abrechnungsinformation auf dem E-Rezept-Fachdienst, einzugeben.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";"AF Einwilligung Abrechnungsinformation erteilen
";unknown
eRp;gemSpec_eRp_FdV;A_22165;E-Rezept-FdV: Einwilligung Abrechnungsinformation erteilen - Consent Ressource erstellen;"Das E-Rezept-FdV MUSS im Anwendungsfall ""Einwilligung Abrechnungsinformation
erteilen"" eineConsent Ressource mit
 * Versicherten-ID in Consent.patient.identifier
 * CHARGCONS in  Consent.category.coding.codeerstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";"AF Einwilligung Abrechnungsinformation erteilen
";unknown
eRp;gemSpec_eRp_FdV;A_22166;E-Rezept-FdV: Einwilligung Abrechnungsinformation erteilen - Speicherrequest;"Das E-Rezept-FdV MUSS im Anwendungsfall ""Einwilligung Abrechnungsinformation
erteilen"" zum Speichern der Information im E-Rezept-Fachdienst die
HTTP-OperationPOST /Consent mit 
 * ACCESS_TOKEN im Authorization-Headerausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";"AF Einwilligung Abrechnungsinformation erteilen
";unknown
eRp;gemSpec_eRp_FdV;A_22709;E-Rezept-FdV: Einwilligung Abrechnungsinformation erteilen - Einwilligungstext;"Das E-Rezept-FdV MUSS den Text für die Einwilligung darart gestalten, dass dem
Nutzer eine informierte Einwilligung möglich ist. Insbesondere MÜSSEN enthalten
sein: der Verwendungszweck, die konkreten Informationen über die Art der
erhobenen Daten, die Speicherdauer, Hinweis auf Freiwilligkeit, auf
Widerrufsrecht, Hinweis auf die Folgen bei Verweigerung oder Widerruf.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";"AF Einwilligung Abrechnungsinformation erteilen
";unknown
eRp;gemSpec_eRp_FdV;A_22170;E-Rezept-FdV: Einwilligung Abrechnungsinformation widerrufen;"Das E-Rezept-FdV MUSS den Anwendungsfall ""Einwilligung zum Speichern der
Abrechnungsinformationen durch Versicherten widerrufen"" gemäß TAB_FdVERP_022
umsetzen. 
 Tabelle # : TAB_FdVERP_022 – Einwilligung Abrechnungsinformation widerrufen

Name Einwilligung Abrechnungsinformation widerrufen
Auslöser
 * Aufruf des Anwendungsfalls in der GUI
Akteur Versicherter
Vorbedingung
 * Der Nutzer hat den Widerruf der Einwilligung in der GUI eingegeben.
 * Im FdV wurde der Anwendungsfall ""Einwilligungsinformation abfragen""
ausgeführt.
 * Der Nutzer hat sich gegenüber der TI authentisiert.
Nachbedingung
 * Die Information zur Einwilligung ist im E-Rezept-Fachdienst gelöscht.
 * Alle für den Versicherten im E-Rezept-Fachdienst gespeicherten
Abrechnungsinformationen sind gelöscht.
Standardablauf
 * Einwilligung Abrechnungsinformation löschen ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";"AF Einwilligung Abrechnungsinformation widerrufen
";unknown
eRp;gemSpec_eRp_FdV;A_NEU;E-Rezept-FdV: optional: Einwilligung Abrechnungsinformation widerrufen;"Das E-Rezept-FdV KANN den Anwendungsfall ""Einwilligung zum Speichern der Abrechnungsinformationen durch Versicherten widerrufen"" umsetzen. ";KANN;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";"AF Einwilligung Abrechnungsinformation widerrufen
";unknown
eRp;gemSpec_eRp_FdV;A_22169;E-Rezept-FdV: Einwilligung Abrechnungsinformation widerrufen - Einwilligung eingeben;"Das E-Rezept-FdV MUSS es dem Nutzer ermöglichen, die Einwilligung zum Speichern
der Abrechnungsinformation auf dem E-Rezept-Fachdienst, zu entziehen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";"AF Einwilligung Abrechnungsinformation widerrufen
";unknown
eRp;gemSpec_eRp_FdV;A_22171;E-Rezept-FdV: Einwilligung Abrechnungsinformation widerrufen - Löschrequest;"Das E-Rezept-FdV MUSS im Anwendungsfall ""Einwilligung Abrechnungsinformation
widerrufen"" zum Löschen der Information im E-Rezept-Fachdienst die
HTTP-Operation DELETE /Consent/?category=CHARGCONS mit 
 * ACCESS_TOKEN im Authorization-Headerausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";"AF Einwilligung Abrechnungsinformation widerrufen
";unknown
eRp;gemSpec_eRp_FdV;A_22330;E-Rezept-FdV: Einwilligung Abrechnungsinformation widerrufen - Bestätigung;"Das E-Rezept-FdV MUSS vom Nutzer eine Bestätigung einholen, dass die
Einwilligung zum Speichern der Abrechnungsinformation auf dem
E-Rezept-Fachdienst widerrufen werden soll und somit auch alle gespeicherten
Abrechnungsinformationen gelöscht werden und die Möglichkeit geben, das
Widerrufen abzubrechen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";"AF Einwilligung Abrechnungsinformation widerrufen
";unknown
eRp;gemSpec_eRp_FdV;A_22167;E-Rezept-FdV: Einwilligungsinformationen abrufen;"Das E-Rezept-FdV MUSS den Anwendungsfall ""Einwilligung zum Speichern der
Abrechnungsinformationen durch Versicherten einsehen"" gemäß TAB_FdVERP_021
umsetzen. 
 Tabelle # : TAB_FdVERP_021 – Einwilligungsinformation abrufen

Name Einwilligungsinformation abfragen
Auslöser
 * Aufruf des Anwendungsfalls in der GUI
Akteur Versicherter
Vorbedingung
 * Der Nutzer hat sich gegenüber der TI authentisiert.
Nachbedingung
 * Die Information zur Einwilligung liegt im FdV zur Anzeige vor.
Standardablauf
 * Einwilligung Abrechnungsinformation abfragen
 * Prüfen, ob Consent mit Consent.category.coding.code = CHARGCONS vorliegt ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Einwilligungsinformationen abrufen;unknown
eRp;gemSpec_eRp_FdV;A_NEU;E-Rezept-FdV: optional: Einwilligungsinformationen abrufen;"Das E-Rezept-FdV kann den Anwendungsfall ""Einwilligung zum Speichern der Abrechnungsinformationen durch Versicherten einsehen"" umsetzen. ";KANN;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF Einwilligungsinformationen abrufen;unknown
